Unnamed: 0,Area,Item,,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
12560,India,Soybeans,,9400,1083,43720.04,24.5
12561,India,Soybeans,,9400,1083,43720.04,26.32
12562,India,Soybeans,,9400,1083,43720.04,25.86
12563,India,Soybeans,,9400,1083,43720.04,25.82
12564,India,Soybeans,,9400,1083,43720.04,25.34
12565,India,Soybeans,,9400,1083,43720.04,26.91
12566,India,Soybeans,,9400,1083,43720.04,24.76
12567,India,Soybeans,,9400,1083,43720.04,26.9
12568,India,Soybeans,,9400,1083,43720.04,26.9
12569,India,Soybeans,,9400,1083,43720.04,25.92
12570,India,Sweet potatoes,,88368,1083,43720.04,25.76
12571,India,Sweet potatoes,,88368,1083,43720.04,27.2
12572,India,Sweet potatoes,,88368,1083,43720.04,26.02
12573,India,Sweet potatoes,,88368,1083,43720.04,24.5
12574,India,Sweet potatoes,,88368,1083,43720.04,25.53
12575,India,Sweet potatoes,,88368,1083,43720.04,25.95
12576,India,Sweet potatoes,,88368,1083,43720.04,25.86
12577,India,Sweet potatoes,,88368,1083,43720.04,26.52
12578,India,Sweet potatoes,,88368,1083,43720.04,27.56
12579,India,Sweet potatoes,,88368,1083,43720.04,25.59
12580,India,Sweet potatoes,,88368,1083,43720.04,26.02
12581,India,Sweet potatoes,,88368,1083,43720.04,25.33
12582,India,Sweet potatoes,,88368,1083,43720.04,24.5
12583,India,Sweet potatoes,,88368,1083,43720.04,26.32
12584,India,Sweet potatoes,,88368,1083,43720.04,25.86
12585,India,Sweet potatoes,,88368,1083,43720.04,25.82
12586,India,Sweet potatoes,,88368,1083,43720.04,25.34
12587,India,Sweet potatoes,,88368,1083,43720.04,26.91
12588,India,Sweet potatoes,,88368,1083,43720.04,24.76
12589,India,Sweet potatoes,,88368,1083,43720.04,26.9
12590,India,Sweet potatoes,,88368,1083,43720.04,26.9
12591,India,Sweet potatoes,,88368,1083,43720.04,25.92
12592,India,Wheat,,27081,1083,43720.04,25.76
12593,India,Wheat,,27081,1083,43720.04,27.2
12594,India,Wheat,,27081,1083,43720.04,26.02
12595,India,Wheat,,27081,1083,43720.04,24.5
12596,India,Wheat,,27081,1083,43720.04,25.53
12597,India,Wheat,,27081,1083,43720.04,25.95
12598,India,Wheat,,27081,1083,43720.04,25.86
12599,India,Wheat,,27081,1083,43720.04,26.52
12600,India,Wheat,,27081,1083,43720.04,27.56
12601,India,Wheat,,27081,1083,43720.04,25.59
12602,India,Wheat,,27081,1083,43720.04,26.02
12603,India,Wheat,,27081,1083,43720.04,25.33
12604,India,Wheat,,27081,1083,43720.04,24.5
12605,India,Wheat,,27081,1083,43720.04,26.32
12606,India,Wheat,,27081,1083,43720.04,25.86
12607,India,Wheat,,27081,1083,43720.04,25.82
12608,India,Wheat,,27081,1083,43720.04,25.34
12609,India,Wheat,,27081,1083,43720.04,26.91
12610,India,Wheat,,27081,1083,43720.04,24.76
12611,India,Wheat,,27081,1083,43720.04,26.9
12612,India,Wheat,,27081,1083,43720.04,26.9
12613,India,Wheat,,27081,1083,43720.04,25.92
12614,India,Cassava,,272746,1083,42482.56,26.66
12615,India,Cassava,,272746,1083,42482.56,27.72
12616,India,Cassava,,272746,1083,42482.56,26.79
12617,India,Cassava,,272746,1083,42482.56,24.91
12618,India,Cassava,,272746,1083,42482.56,25.76
12619,India,Cassava,,272746,1083,42482.56,26.55
12620,India,Cassava,,272746,1083,42482.56,26.63
12621,India,Cassava,,272746,1083,42482.56,26.7
12622,India,Cassava,,272746,1083,42482.56,27.67
12623,India,Cassava,,272746,1083,42482.56,26.15
12624,India,Cassava,,272746,1083,42482.56,27.03
12625,India,Cassava,,272746,1083,42482.56,26.12
12626,India,Cassava,,272746,1083,42482.56,24.91
12627,India,Cassava,,272746,1083,42482.56,26.75
12628,India,Cassava,,272746,1083,42482.56,26.63
12629,India,Cassava,,272746,1083,42482.56,26.06
12630,India,Cassava,,272746,1083,42482.56,25.58
12631,India,Cassava,,272746,1083,42482.56,27.15
12632,India,Cassava,,272746,1083,42482.56,25.07
12633,India,Cassava,,272746,1083,42482.56,27.35
12634,India,Cassava,,272746,1083,42482.56,27.35
12635,India,Cassava,,272746,1083,42482.56,26.49
12636,India,Maize,,16807,1083,42482.56,26.66
12637,India,Maize,,16807,1083,42482.56,27.72
12638,India,Maize,,16807,1083,42482.56,26.79
12639,India,Maize,,16807,1083,42482.56,24.91
12640,India,Maize,,16807,1083,42482.56,25.76
12641,India,Maize,,16807,1083,42482.56,26.55
12642,India,Maize,,16807,1083,42482.56,26.63
12643,India,Maize,,16807,1083,42482.56,26.7
12644,India,Maize,,16807,1083,42482.56,27.67
12645,India,Maize,,16807,1083,42482.56,26.15
12646,India,Maize,,16807,1083,42482.56,27.03
12647,India,Maize,,16807,1083,42482.56,26.12
12648,India,Maize,,16807,1083,42482.56,24.91
12649,India,Maize,,16807,1083,42482.56,26.75
12650,India,Maize,,16807,1083,42482.56,26.63
12651,India,Maize,,16807,1083,42482.56,26.06
12652,India,Maize,,16807,1083,42482.56,25.58
12653,India,Maize,,16807,1083,42482.56,27.15
12654,India,Maize,,16807,1083,42482.56,25.07
12655,India,Maize,,16807,1083,42482.56,27.35
12656,India,Maize,,16807,1083,42482.56,27.35
12657,India,Maize,,16807,1083,42482.56,26.49
12658,India,Potatoes,,194173,1083,42482.56,26.66
12659,India,Potatoes,,194173,1083,42482.56,27.72
12660,India,Potatoes,,194173,1083,42482.56,26.79
12661,India,Potatoes,,194173,1083,42482.56,24.91
12662,India,Potatoes,,194173,1083,42482.56,25.76
12663,India,Potatoes,,194173,1083,42482.56,26.55
12664,India,Potatoes,,194173,1083,42482.56,26.63
12665,India,Potatoes,,194173,1083,42482.56,26.7
12666,India,Potatoes,,194173,1083,42482.56,27.67
12667,India,Potatoes,,194173,1083,42482.56,26.15
12668,India,Potatoes,,194173,1083,42482.56,27.03
12669,India,Potatoes,,194173,1083,42482.56,26.12
12670,India,Potatoes,,194173,1083,42482.56,24.91
12671,India,Potatoes,,194173,1083,42482.56,26.75
12672,India,Potatoes,,194173,1083,42482.56,26.63
12673,India,Potatoes,,194173,1083,42482.56,26.06
12674,India,Potatoes,,194173,1083,42482.56,25.58
12675,India,Potatoes,,194173,1083,42482.56,27.15
12676,India,Potatoes,,194173,1083,42482.56,25.07
12677,India,Potatoes,,194173,1083,42482.56,27.35
12678,India,Potatoes,,194173,1083,42482.56,27.35
12679,India,Potatoes,,194173,1083,42482.56,26.49
12680,India,"Rice, paddy",,26163,1083,42482.56,26.66
12681,India,"Rice, paddy",,26163,1083,42482.56,27.72
12682,India,"Rice, paddy",,26163,1083,42482.56,26.79
12683,India,"Rice, paddy",,26163,1083,42482.56,24.91
12684,India,"Rice, paddy",,26163,1083,42482.56,25.76
12685,India,"Rice, paddy",,26163,1083,42482.56,26.55
12686,India,"Rice, paddy",,26163,1083,42482.56,26.63
12687,India,"Rice, paddy",,26163,1083,42482.56,26.7
12688,India,"Rice, paddy",,26163,1083,42482.56,27.67
12689,India,"Rice, paddy",,26163,1083,42482.56,26.15
12690,India,"Rice, paddy",,26163,1083,42482.56,27.03
12691,India,"Rice, paddy",,26163,1083,42482.56,26.12
12692,India,"Rice, paddy",,26163,1083,42482.56,24.91
12693,India,"Rice, paddy",,26163,1083,42482.56,26.75
12694,India,"Rice, paddy",,26163,1083,42482.56,26.63
12695,India,"Rice, paddy",,26163,1083,42482.56,26.06
12696,India,"Rice, paddy",,26163,1083,42482.56,25.58
12697,India,"Rice, paddy",,26163,1083,42482.56,27.15
12698,India,"Rice, paddy",,26163,1083,42482.56,25.07
12699,India,"Rice, paddy",,26163,1083,42482.56,27.35
12700,India,"Rice, paddy",,26163,1083,42482.56,27.35
12701,India,"Rice, paddy",,26163,1083,42482.56,26.49
12702,India,Sorghum,,7602,1083,42482.56,26.66
12703,India,Sorghum,,7602,1083,42482.56,27.72
12704,India,Sorghum,,7602,1083,42482.56,26.79
12705,India,Sorghum,,7602,1083,42482.56,24.91
12706,India,Sorghum,,7602,1083,42482.56,25.76
12707,India,Sorghum,,7602,1083,42482.56,26.55
12708,India,Sorghum,,7602,1083,42482.56,26.63
12709,India,Sorghum,,7602,1083,42482.56,26.7
12710,India,Sorghum,,7602,1083,42482.56,27.67
12711,India,Sorghum,,7602,1083,42482.56,26.15
12712,India,Sorghum,,7602,1083,42482.56,27.03
12713,India,Sorghum,,7602,1083,42482.56,26.12
12714,India,Sorghum,,7602,1083,42482.56,24.91
12715,India,Sorghum,,7602,1083,42482.56,26.75
12716,India,Sorghum,,7602,1083,42482.56,26.63
12717,India,Sorghum,,7602,1083,42482.56,26.06
12718,India,Sorghum,,7602,1083,42482.56,25.58
12719,India,Sorghum,,7602,1083,42482.56,27.15
12720,India,Sorghum,,7602,1083,42482.56,25.07
12721,India,Sorghum,,7602,1083,42482.56,27.35
12722,India,Sorghum,,7602,1083,42482.56,27.35
12723,India,Sorghum,,7602,1083,42482.56,26.49
12724,India,Soybeans,,7624,1083,42482.56,26.66
12725,India,Soybeans,,7624,1083,42482.56,27.72
12726,India,Soybeans,,7624,1083,42482.56,26.79
12727,India,Soybeans,,7624,1083,42482.56,24.91
12728,India,Soybeans,,7624,1083,42482.56,25.76
12729,India,Soybeans,,7624,1083,42482.56,26.55
12730,India,Soybeans,,7624,1083,42482.56,26.63
12731,India,Soybeans,,7624,1083,42482.56,26.7
12732,India,Soybeans,,7624,1083,42482.56,27.67
12733,India,Soybeans,,7624,1083,42482.56,26.15
12734,India,Soybeans,,7624,1083,42482.56,27.03
12735,India,Soybeans,,7624,1083,42482.56,26.12
12736,India,Soybeans,,7624,1083,42482.56,24.91
12737,India,Soybeans,,7624,1083,42482.56,26.75
12738,India,Soybeans,,7624,1083,42482.56,26.63
12739,India,Soybeans,,7624,1083,42482.56,26.06
12740,India,Soybeans,,7624,1083,42482.56,25.58
12741,India,Soybeans,,7624,1083,42482.56,27.15
12742,India,Soybeans,,7624,1083,42482.56,25.07
12743,India,Soybeans,,7624,1083,42482.56,27.35
12744,India,Soybeans,,7624,1083,42482.56,27.35
12745,India,Soybeans,,7624,1083,42482.56,26.49
12746,India,Sweet potatoes,,85694,1083,42482.56,26.66
12747,India,Sweet potatoes,,85694,1083,42482.56,27.72
12748,India,Sweet potatoes,,85694,1083,42482.56,26.79
12749,India,Sweet potatoes,,85694,1083,42482.56,24.91
12750,India,Sweet potatoes,,85694,1083,42482.56,25.76
12751,India,Sweet potatoes,,85694,1083,42482.56,26.55
12752,India,Sweet potatoes,,85694,1083,42482.56,26.63
12753,India,Sweet potatoes,,85694,1083,42482.56,26.7
12754,India,Sweet potatoes,,85694,1083,42482.56,27.67
12755,India,Sweet potatoes,,85694,1083,42482.56,26.15
12756,India,Sweet potatoes,,85694,1083,42482.56,27.03
12757,India,Sweet potatoes,,85694,1083,42482.56,26.12
12758,India,Sweet potatoes,,85694,1083,42482.56,24.91
12759,India,Sweet potatoes,,85694,1083,42482.56,26.75
12760,India,Sweet potatoes,,85694,1083,42482.56,26.63
12761,India,Sweet potatoes,,85694,1083,42482.56,26.06
12762,India,Sweet potatoes,,85694,1083,42482.56,25.58
12763,India,Sweet potatoes,,85694,1083,42482.56,27.15
12764,India,Sweet potatoes,,85694,1083,42482.56,25.07
12765,India,Sweet potatoes,,85694,1083,42482.56,27.35
12766,India,Sweet potatoes,,85694,1083,42482.56,27.35
12767,India,Sweet potatoes,,85694,1083,42482.56,26.49
12768,India,Wheat,,27621,1083,42482.56,26.66
12769,India,Wheat,,27621,1083,42482.56,27.72
12770,India,Wheat,,27621,1083,42482.56,26.79
12771,India,Wheat,,27621,1083,42482.56,24.91
12772,India,Wheat,,27621,1083,42482.56,25.76
12773,India,Wheat,,27621,1083,42482.56,26.55
12774,India,Wheat,,27621,1083,42482.56,26.63
12775,India,Wheat,,27621,1083,42482.56,26.7
12776,India,Wheat,,27621,1083,42482.56,27.67
12777,India,Wheat,,27621,1083,42482.56,26.15
12778,India,Wheat,,27621,1083,42482.56,27.03
12779,India,Wheat,,27621,1083,42482.56,26.12
12780,India,Wheat,,27621,1083,42482.56,24.91
12781,India,Wheat,,27621,1083,42482.56,26.75
12782,India,Wheat,,27621,1083,42482.56,26.63
12783,India,Wheat,,27621,1083,42482.56,26.06
12784,India,Wheat,,27621,1083,42482.56,25.58
12785,India,Wheat,,27621,1083,42482.56,27.15
12786,India,Wheat,,27621,1083,42482.56,25.07
12787,India,Wheat,,27621,1083,42482.56,27.35
12788,India,Wheat,,27621,1083,42482.56,27.35
12789,India,Wheat,,27621,1083,42482.56,26.49
12790,India,Cassava,,270436,1083,35113,26.11
12791,India,Cassava,,270436,1083,35113,27.63
12792,India,Cassava,,270436,1083,35113,26.25
12793,India,Cassava,,270436,1083,35113,24.85
12794,India,Cassava,,270436,1083,35113,25.25
12795,India,Cassava,,270436,1083,35113,26.22
12796,India,Cassava,,270436,1083,35113,26.24
12797,India,Cassava,,270436,1083,35113,26.63
12798,India,Cassava,,270436,1083,35113,27.23
12799,India,Cassava,,270436,1083,35113,25.98
12800,India,Cassava,,270436,1083,35113,26.64
12801,India,Cassava,,270436,1083,35113,25.59
12802,India,Cassava,,270436,1083,35113,24.85
12803,India,Cassava,,270436,1083,35113,26.41
12804,India,Cassava,,270436,1083,35113,26.24
12805,India,Cassava,,270436,1083,35113,25.69
12806,India,Cassava,,270436,1083,35113,25.32
12807,India,Cassava,,270436,1083,35113,27.16
12808,India,Cassava,,270436,1083,35113,24.69
12809,India,Cassava,,270436,1083,35113,27.29
12810,India,Cassava,,270436,1083,35113,27.29
12811,India,Cassava,,270436,1083,35113,25.95
12812,India,Maize,,19073,1083,35113,26.11
12813,India,Maize,,19073,1083,35113,27.63
12814,India,Maize,,19073,1083,35113,26.25
12815,India,Maize,,19073,1083,35113,24.85
12816,India,Maize,,19073,1083,35113,25.25
12817,India,Maize,,19073,1083,35113,26.22
12818,India,Maize,,19073,1083,35113,26.24
12819,India,Maize,,19073,1083,35113,26.63
12820,India,Maize,,19073,1083,35113,27.23
12821,India,Maize,,19073,1083,35113,25.98
12822,India,Maize,,19073,1083,35113,26.64
12823,India,Maize,,19073,1083,35113,25.59
12824,India,Maize,,19073,1083,35113,24.85
12825,India,Maize,,19073,1083,35113,26.41
12826,India,Maize,,19073,1083,35113,26.24
12827,India,Maize,,19073,1083,35113,25.69
12828,India,Maize,,19073,1083,35113,25.32
12829,India,Maize,,19073,1083,35113,27.16
12830,India,Maize,,19073,1083,35113,24.69
12831,India,Maize,,19073,1083,35113,27.29
12832,India,Maize,,19073,1083,35113,27.29
12833,India,Maize,,19073,1083,35113,25.95
12834,India,Potatoes,,188091,1083,35113,26.11
12835,India,Potatoes,,188091,1083,35113,27.63
12836,India,Potatoes,,188091,1083,35113,26.25
12837,India,Potatoes,,188091,1083,35113,24.85
12838,India,Potatoes,,188091,1083,35113,25.25
12839,India,Potatoes,,188091,1083,35113,26.22
12840,India,Potatoes,,188091,1083,35113,26.24
12841,India,Potatoes,,188091,1083,35113,26.63
12842,India,Potatoes,,188091,1083,35113,27.23
12843,India,Potatoes,,188091,1083,35113,25.98
12844,India,Potatoes,,188091,1083,35113,26.64
12845,India,Potatoes,,188091,1083,35113,25.59
12846,India,Potatoes,,188091,1083,35113,24.85
12847,India,Potatoes,,188091,1083,35113,26.41
12848,India,Potatoes,,188091,1083,35113,26.24
12849,India,Potatoes,,188091,1083,35113,25.69
12850,India,Potatoes,,188091,1083,35113,25.32
12851,India,Potatoes,,188091,1083,35113,27.16
12852,India,Potatoes,,188091,1083,35113,24.69
12853,India,Potatoes,,188091,1083,35113,27.29
12854,India,Potatoes,,188091,1083,35113,27.29
12855,India,Potatoes,,188091,1083,35113,25.95
12856,India,"Rice, paddy",,29756,1083,35113,26.11
12857,India,"Rice, paddy",,29756,1083,35113,27.63
12858,India,"Rice, paddy",,29756,1083,35113,26.25
12859,India,"Rice, paddy",,29756,1083,35113,24.85
12860,India,"Rice, paddy",,29756,1083,35113,25.25
12861,India,"Rice, paddy",,29756,1083,35113,26.22
12862,India,"Rice, paddy",,29756,1083,35113,26.24
12863,India,"Rice, paddy",,29756,1083,35113,26.63
12864,India,"Rice, paddy",,29756,1083,35113,27.23
12865,India,"Rice, paddy",,29756,1083,35113,25.98
12866,India,"Rice, paddy",,29756,1083,35113,26.64
12867,India,"Rice, paddy",,29756,1083,35113,25.59
12868,India,"Rice, paddy",,29756,1083,35113,24.85
12869,India,"Rice, paddy",,29756,1083,35113,26.41
12870,India,"Rice, paddy",,29756,1083,35113,26.24
12871,India,"Rice, paddy",,29756,1083,35113,25.69
12872,India,"Rice, paddy",,29756,1083,35113,25.32
12873,India,"Rice, paddy",,29756,1083,35113,27.16
12874,India,"Rice, paddy",,29756,1083,35113,24.69
12875,India,"Rice, paddy",,29756,1083,35113,27.29
12876,India,"Rice, paddy",,29756,1083,35113,27.29
12877,India,"Rice, paddy",,29756,1083,35113,25.95
12878,India,Sorghum,,7161,1083,35113,26.11
12879,India,Sorghum,,7161,1083,35113,27.63
12880,India,Sorghum,,7161,1083,35113,26.25
12881,India,Sorghum,,7161,1083,35113,24.85
12882,India,Sorghum,,7161,1083,35113,25.25
12883,India,Sorghum,,7161,1083,35113,26.22
12884,India,Sorghum,,7161,1083,35113,26.24
12885,India,Sorghum,,7161,1083,35113,26.63
12886,India,Sorghum,,7161,1083,35113,27.23
12887,India,Sorghum,,7161,1083,35113,25.98
12888,India,Sorghum,,7161,1083,35113,26.64
12889,India,Sorghum,,7161,1083,35113,25.59
12890,India,Sorghum,,7161,1083,35113,24.85
12891,India,Sorghum,,7161,1083,35113,26.41
12892,India,Sorghum,,7161,1083,35113,26.24
12893,India,Sorghum,,7161,1083,35113,25.69
12894,India,Sorghum,,7161,1083,35113,25.32
12895,India,Sorghum,,7161,1083,35113,27.16
12896,India,Sorghum,,7161,1083,35113,24.69
12897,India,Sorghum,,7161,1083,35113,27.29
12898,India,Sorghum,,7161,1083,35113,27.29
12899,India,Sorghum,,7161,1083,35113,25.95
12900,India,Soybeans,,9082,1083,35113,26.11
12901,India,Soybeans,,9082,1083,35113,27.63
12902,India,Soybeans,,9082,1083,35113,26.25
12903,India,Soybeans,,9082,1083,35113,24.85
12904,India,Soybeans,,9082,1083,35113,25.25
12905,India,Soybeans,,9082,1083,35113,26.22
12906,India,Soybeans,,9082,1083,35113,26.24
12907,India,Soybeans,,9082,1083,35113,26.63
12908,India,Soybeans,,9082,1083,35113,27.23
12909,India,Soybeans,,9082,1083,35113,25.98
12910,India,Soybeans,,9082,1083,35113,26.64
12911,India,Soybeans,,9082,1083,35113,25.59
12912,India,Soybeans,,9082,1083,35113,24.85
12913,India,Soybeans,,9082,1083,35113,26.41
12914,India,Soybeans,,9082,1083,35113,26.24
12915,India,Soybeans,,9082,1083,35113,25.69
12916,India,Soybeans,,9082,1083,35113,25.32
12917,India,Soybeans,,9082,1083,35113,27.16
12918,India,Soybeans,,9082,1083,35113,24.69
12919,India,Soybeans,,9082,1083,35113,27.29
12920,India,Soybeans,,9082,1083,35113,27.29
12921,India,Soybeans,,9082,1083,35113,25.95
12922,India,Sweet potatoes,,88588,1083,35113,26.11
12923,India,Sweet potatoes,,88588,1083,35113,27.63
12924,India,Sweet potatoes,,88588,1083,35113,26.25
12925,India,Sweet potatoes,,88588,1083,35113,24.85
12926,India,Sweet potatoes,,88588,1083,35113,25.25
12927,India,Sweet potatoes,,88588,1083,35113,26.22
12928,India,Sweet potatoes,,88588,1083,35113,26.24
12929,India,Sweet potatoes,,88588,1083,35113,26.63
12930,India,Sweet potatoes,,88588,1083,35113,27.23
12931,India,Sweet potatoes,,88588,1083,35113,25.98
12932,India,Sweet potatoes,,88588,1083,35113,26.64
12933,India,Sweet potatoes,,88588,1083,35113,25.59
12934,India,Sweet potatoes,,88588,1083,35113,24.85
12935,India,Sweet potatoes,,88588,1083,35113,26.41
12936,India,Sweet potatoes,,88588,1083,35113,26.24
12937,India,Sweet potatoes,,88588,1083,35113,25.69
12938,India,Sweet potatoes,,88588,1083,35113,25.32
12939,India,Sweet potatoes,,88588,1083,35113,27.16
12940,India,Sweet potatoes,,88588,1083,35113,24.69
12941,India,Sweet potatoes,,88588,1083,35113,27.29
12942,India,Sweet potatoes,,88588,1083,35113,27.29
12943,India,Sweet potatoes,,88588,1083,35113,25.95
12944,India,Wheat,,27132,1083,35113,26.11
12945,India,Wheat,,27132,1083,35113,27.63
12946,India,Wheat,,27132,1083,35113,26.25
12947,India,Wheat,,27132,1083,35113,24.85
12948,India,Wheat,,27132,1083,35113,25.25
12949,India,Wheat,,27132,1083,35113,26.22
12950,India,Wheat,,27132,1083,35113,26.24
12951,India,Wheat,,27132,1083,35113,26.63
12952,India,Wheat,,27132,1083,35113,27.23
12953,India,Wheat,,27132,1083,35113,25.98
12954,India,Wheat,,27132,1083,35113,26.64
12955,India,Wheat,,27132,1083,35113,25.59
12956,India,Wheat,,27132,1083,35113,24.85
12957,India,Wheat,,27132,1083,35113,26.41
12958,India,Wheat,,27132,1083,35113,26.24
12959,India,Wheat,,27132,1083,35113,25.69
12960,India,Wheat,,27132,1083,35113,25.32
12961,India,Wheat,,27132,1083,35113,27.16
12962,India,Wheat,,27132,1083,35113,24.69
12963,India,Wheat,,27132,1083,35113,27.29
12964,India,Wheat,,27132,1083,35113,27.29
12965,India,Wheat,,27132,1083,35113,25.95
12966,India,Cassava,,304978,1083,35342,25.85
12967,India,Cassava,,304978,1083,35342,26.83
12968,India,Cassava,,304978,1083,35342,26.28
12969,India,Cassava,,304978,1083,35342,24.12
12970,India,Cassava,,304978,1083,35342,25.48
12971,India,Cassava,,304978,1083,35342,25.82
12972,India,Cassava,,304978,1083,35342,25.72
12973,India,Cassava,,304978,1083,35342,26.73
12974,India,Cassava,,304978,1083,35342,27.49
12975,India,Cassava,,304978,1083,35342,25.4
12976,India,Cassava,,304978,1083,35342,25.77
12977,India,Cassava,,304978,1083,35342,25.62
12978,India,Cassava,,304978,1083,35342,24.12
12979,India,Cassava,,304978,1083,35342,26.23
12980,India,Cassava,,304978,1083,35342,25.72
12981,India,Cassava,,304978,1083,35342,26.11
12982,India,Cassava,,304978,1083,35342,25.09
12983,India,Cassava,,304978,1083,35342,26.51
12984,India,Cassava,,304978,1083,35342,25.07
12985,India,Cassava,,304978,1083,35342,26.72
12986,India,Cassava,,304978,1083,35342,26.72
12987,India,Cassava,,304978,1083,35342,26.3
12988,India,Maize,,19385,1083,35342,25.85
12989,India,Maize,,19385,1083,35342,26.83
12990,India,Maize,,19385,1083,35342,26.28
12991,India,Maize,,19385,1083,35342,24.12
12992,India,Maize,,19385,1083,35342,25.48
12993,India,Maize,,19385,1083,35342,25.82
12994,India,Maize,,19385,1083,35342,25.72
12995,India,Maize,,19385,1083,35342,26.73
12996,India,Maize,,19385,1083,35342,27.49
12997,India,Maize,,19385,1083,35342,25.4
12998,India,Maize,,19385,1083,35342,25.77
12999,India,Maize,,19385,1083,35342,25.62
13000,India,Maize,,19385,1083,35342,24.12
13001,India,Maize,,19385,1083,35342,26.23
13002,India,Maize,,19385,1083,35342,25.72
13003,India,Maize,,19385,1083,35342,26.11
13004,India,Maize,,19385,1083,35342,25.09
13005,India,Maize,,19385,1083,35342,26.51
13006,India,Maize,,19385,1083,35342,25.07
13007,India,Maize,,19385,1083,35342,26.72
13008,India,Maize,,19385,1083,35342,26.72
13009,India,Maize,,19385,1083,35342,26.3
13010,India,Potatoes,,188908,1083,35342,25.85
13011,India,Potatoes,,188908,1083,35342,26.83
13012,India,Potatoes,,188908,1083,35342,26.28
13013,India,Potatoes,,188908,1083,35342,24.12
13014,India,Potatoes,,188908,1083,35342,25.48
13015,India,Potatoes,,188908,1083,35342,25.82
13016,India,Potatoes,,188908,1083,35342,25.72
13017,India,Potatoes,,188908,1083,35342,26.73
13018,India,Potatoes,,188908,1083,35342,27.49
13019,India,Potatoes,,188908,1083,35342,25.4
13020,India,Potatoes,,188908,1083,35342,25.77
13021,India,Potatoes,,188908,1083,35342,25.62
13022,India,Potatoes,,188908,1083,35342,24.12
13023,India,Potatoes,,188908,1083,35342,26.23
13024,India,Potatoes,,188908,1083,35342,25.72
13025,India,Potatoes,,188908,1083,35342,26.11
13026,India,Potatoes,,188908,1083,35342,25.09
13027,India,Potatoes,,188908,1083,35342,26.51
13028,India,Potatoes,,188908,1083,35342,25.07
13029,India,Potatoes,,188908,1083,35342,26.72
13030,India,Potatoes,,188908,1083,35342,26.72
13031,India,Potatoes,,188908,1083,35342,26.3
13032,India,"Rice, paddy",,31537,1083,35342,25.85
13033,India,"Rice, paddy",,31537,1083,35342,26.83
13034,India,"Rice, paddy",,31537,1083,35342,26.28
13035,India,"Rice, paddy",,31537,1083,35342,24.12
13036,India,"Rice, paddy",,31537,1083,35342,25.48
13037,India,"Rice, paddy",,31537,1083,35342,25.82
13038,India,"Rice, paddy",,31537,1083,35342,25.72
13039,India,"Rice, paddy",,31537,1083,35342,26.73
13040,India,"Rice, paddy",,31537,1083,35342,27.49
13041,India,"Rice, paddy",,31537,1083,35342,25.4
13042,India,"Rice, paddy",,31537,1083,35342,25.77
13043,India,"Rice, paddy",,31537,1083,35342,25.62
13044,India,"Rice, paddy",,31537,1083,35342,24.12
13045,India,"Rice, paddy",,31537,1083,35342,26.23
13046,India,"Rice, paddy",,31537,1083,35342,25.72
13047,India,"Rice, paddy",,31537,1083,35342,26.11
13048,India,"Rice, paddy",,31537,1083,35342,25.09
13049,India,"Rice, paddy",,31537,1083,35342,26.51
13050,India,"Rice, paddy",,31537,1083,35342,25.07
13051,India,"Rice, paddy",,31537,1083,35342,26.72
13052,India,"Rice, paddy",,31537,1083,35342,26.72
13053,India,"Rice, paddy",,31537,1083,35342,26.3
13054,India,Sorghum,,7968,1083,35342,25.85
13055,India,Sorghum,,7968,1083,35342,26.83
13056,India,Sorghum,,7968,1083,35342,26.28
13057,India,Sorghum,,7968,1083,35342,24.12
13058,India,Sorghum,,7968,1083,35342,25.48
13059,India,Sorghum,,7968,1083,35342,25.82
13060,India,Sorghum,,7968,1083,35342,25.72
13061,India,Sorghum,,7968,1083,35342,26.73
13062,India,Sorghum,,7968,1083,35342,27.49
13063,India,Sorghum,,7968,1083,35342,25.4
13064,India,Sorghum,,7968,1083,35342,25.77
13065,India,Sorghum,,7968,1083,35342,25.62
13066,India,Sorghum,,7968,1083,35342,24.12
13067,India,Sorghum,,7968,1083,35342,26.23
13068,India,Sorghum,,7968,1083,35342,25.72
13069,India,Sorghum,,7968,1083,35342,26.11
13070,India,Sorghum,,7968,1083,35342,25.09
13071,India,Sorghum,,7968,1083,35342,26.51
13072,India,Sorghum,,7968,1083,35342,25.07
13073,India,Sorghum,,7968,1083,35342,26.72
13074,India,Sorghum,,7968,1083,35342,26.72
13075,India,Sorghum,,7968,1083,35342,26.3
13076,India,Soybeans,,10734,1083,35342,25.85
13077,India,Soybeans,,10734,1083,35342,26.83
13078,India,Soybeans,,10734,1083,35342,26.28
13079,India,Soybeans,,10734,1083,35342,24.12
13080,India,Soybeans,,10734,1083,35342,25.48
13081,India,Soybeans,,10734,1083,35342,25.82
13082,India,Soybeans,,10734,1083,35342,25.72
13083,India,Soybeans,,10734,1083,35342,26.73
13084,India,Soybeans,,10734,1083,35342,27.49
13085,India,Soybeans,,10734,1083,35342,25.4
13086,India,Soybeans,,10734,1083,35342,25.77
13087,India,Soybeans,,10734,1083,35342,25.62
13088,India,Soybeans,,10734,1083,35342,24.12
13089,India,Soybeans,,10734,1083,35342,26.23
13090,India,Soybeans,,10734,1083,35342,25.72
13091,India,Soybeans,,10734,1083,35342,26.11
13092,India,Soybeans,,10734,1083,35342,25.09
13093,India,Soybeans,,10734,1083,35342,26.51
